4.757286760271682291e-01,3.686137294199051673e-01,4.331327797972203686e-01,4.720211614672820688e-01,4.208984240298027091e-01,4.252620999610929320e-01,4.089983001713063948e-01,4.365717839431965119e-01,4.919904661471841134e-01,5.475573112275776699e-01
5.249450340907113599e-01,3.905924771913767968e-01,3.496457545390542210e-01,4.625573106319562089e-01,4.728903790122717665e-01,4.708503704585798588e-01,4.954726485892109733e-01,5.510844375287364816e-01,5.885550982069258641e-01,5.817738835615566817e-01
4.771806538411028642e-01,3.380235705158948778e-01,3.425674098505665510e-01,4.084777547868809755e-01,4.735783935001011691e-01,4.742127189024704093e-01,4.181253103528709825e-01,5.100267770582284088e-01,5.993910565148750091e-01,5.844063513672743682e-01
4.683891005879472491e-01,3.506293734841117726e-01,3.951654409977546911e-01,4.098663299072102806e-01,4.668176287349773967e-01,5.163300111514829149e-01,4.449468169187005828e-01,5.839991517393438025e-01,6.090145058558640301e-01,6.216982105206916298e-01
4.659186429431463328e-01,4.079380326552891622e-01,4.654121101097705160e-01,4.807836850543880103e-01,4.766030320516858598e-01,4.775293351169739853e-01,5.555373565011726411e-01,5.964679758481131744e-01,6.182415148625837187e-01,6.187202431141961556e-01
5.632624587244748904e-01,5.039514194075460640e-01,4.774140822946761342e-01,4.748335593980270164e-01,5.107769415367747756e-01,5.171400119268658724e-01,5.710752858061723947e-01,5.811221417542726808e-01,6.176153971825569799e-01,5.756768438110960728e-01
6.256589552282537658e-01,5.635001219346301715e-01,4.996006060644302416e-01,4.508198926622395963e-01,4.715034894466394455e-01,5.603777112599578336e-01,5.508697672079099217e-01,5.582717914726550434e-01,6.235064979984745737e-01,5.891589909101440092e-01
5.742898867941724772e-01,5.304390432477521511e-01,4.698728526500832170e-01,5.028334247137026258e-01,5.020601844778046496e-01,5.704711688141635983e-01,5.117547522403623761e-01,5.187168967958365462e-01,6.080066919811520920e-01,5.795503074724130954e-01
5.123901262861978445e-01,4.128142960221227731e-01,5.235086474457114614e-01,5.433060753172060942e-01,4.794026289377338879e-01,5.355308868261534627e-01,5.447546908569729229e-01,5.847770416376413261e-01,5.936863408225041550e-01,5.944676544306501942e-01
5.040891953112446311e-01,3.731167640547344289e-01,5.183377323465969688e-01,4.365025551509083002e-01,4.827803391797443888e-01,5.126852454344418275e-01,5.267116827280675651e-01,5.697904561837973114e-01,5.877339411416705461e-01,5.606149222003566912e-01
5.366496275400497451e-01,4.255821284239343361e-01,4.810182460548254602e-01,5.370701747621169364e-01,5.127072578525277979e-01,4.646160857519806009e-01,3.923913559359730185e-01,4.887128372285510225e-01,5.692263923129025072e-01,5.744742159753342126e-01
5.103558339037574942e-01,4.499108462139617681e-01,4.461180242906607196e-01,5.062546925518651708e-01,5.017025334260293290e-01,4.869375377866281274e-01,4.174968341721655984e-01,4.387499905189076732e-01,4.273763731339669802e-01,4.822929492622828329e-01
5.627636767884774960e-01,4.822269314110895211e-01,4.226062734959876166e-01,5.137085156693298460e-01,5.766176479142645084e-01,5.366676531740562917e-01,4.884492975577386931e-01,4.276547619137988643e-01,4.148001669158148386e-01,5.274089195296410848e-01
6.236153646253029814e-01,5.835650190590345732e-01,5.527417796917748483e-01,5.667451041856202965e-01,5.775712269441884983e-01,5.403901841248422988e-01,5.568336850121433645e-01,5.414004481143257497e-01,5.468213104311302475e-01,6.020514903384867056e-01
6.299481842559654377e-01,6.387714662164291068e-01,5.798278610635377861e-01,6.130682389812819322e-01,6.311088264622054522e-01,5.870851704386165215e-01,6.116247833399860445e-01,6.179774427185219521e-01,5.776846184024125863e-01,5.117153019454795393e-01
